11 11ss1 1.08 344.6 7.3 -9.90 -9.90 -9.90 -9.90 #|L#
11 11ss2 14.66 305.8 85.4 -9.90 -9.90 -9.90 -9.90 #|L#
11 11ss3 10.65 300.8 -84.4 -9.90 -9.90 -9.90 -9.90 #|L#
11 12 48.73 138.8 -82.5 0.48 14.61 10.60 3.21
12 12ss0 1.10 172.7 -6.5 -9.90 -9.90 -9.90 -9.90 #|L#
12 12ss1 7.24 342.8 7.3 -9.90 -9.90 -9.90 -9.90 #|L#
12 12ss2 6.50 196.0 85.8 -9.90 -9.90 -9.90 -9.90 #|L#
12 12ss3 10.53 187.7 -83.4 -9.90 -9.90 -9.90 -9.90 #|L#
12 13 57.68 90.8 -88.6 6.86 6.48 10.47 1.20
13 13ss0 1.26 190.1 -2.3 -9.90 -9.90 -9.90 -9.90 #|L#
13 13ss1 6.46 337.4 3.9 -9.90 -9.90 -9.90 -9.90 #|L#
13 13ss2 17.33 226.8 83.3 -9.90 -9.90 -9.90 -9.90 #|L#
13 13ss3 8.27 238.0 -83.8 -9.90 -9.90 -9.90 -9.90 #|L#
13 14 47.36 111.3 -86.7 4.66 17.21 8.22 1.83
14 14ss0 1.46 190.8 -0.3 -9.90 -9.90 -9.90 -9.90 #|L#
14 14ss1 10.01 341.2 3.9 -9.90 -9.90 -9.90 -9.90 #|L#
14 14ss2 6.03 212.4 83.0 -9.90 -9.90 -9.90 -9.90 #|L#
14 14ss3 16.70 196.3 -81.7 -9.90 -9.90 -9.90 -9.90 #|L#
14 15 48.95 247.3 -83.3 1.87 5.99 16.52 9.96
15 15ss0 11.52 343.7 18.6 -9.90 -9.90 -9.90 -9.90 #|L#
15 15ss1 4.93 161.4 4.6 -9.90 -9.90 -9.90 -9.90 #|L#
15 15ss2 7.55 300.1 86.4 -9.90 -9.90 -9.90 -9.90 #|L#
15 15ss3 0.67 239.6 -82.0 -9.90 -9.90 -9.90 -9.90 #|L#
15 16 2.91 27.8 -9.1 7.50 7.54 0.67 3.52

